timestamp,lat,lon,wp_lat,wp_lon,distance,bearing_diff,action,voltage_V,current_A,remaining_%,power_W,energy_Wh
2025-10-03T08:39:27.796763,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,75.6,"straight(fwd=0.26, yaw=1.00)",,,,,0.0
2025-10-03T08:39:27.899618,34.8070275,135.5614564,34.806898545090455,135.56143990556134,14.39,22.72,"straight(fwd=0.50, yaw=-0.65)",,,,,0.0
2025-10-03T08:39:28.004324,34.8070276,135.5614563,34.806898545090455,135.56143990556134,14.4,22.63,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0001
2025-10-03T08:39:28.101143,34.8070275,135.5614565,34.806898545090455,135.56143990556134,14.39,22.66,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0002
2025-10-03T08:39:28.200217,34.8070274,135.5614567,34.806898545090455,135.56143990556134,14.38,22.7,"straight(fwd=0.50, yaw=0.51)",11.44,0.34,80,3.89,0.0003
2025-10-03T08:39:28.305821,34.8070273,135.5614568,34.806898545090455,135.56143990556134,14.37,22.7,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0004
2025-10-03T08:39:28.398597,34.8070273,135.5614569,34.806898545090455,135.56143990556134,14.38,22.69,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0005
2025-10-03T08:39:28.504257,34.8070272,135.5614569,34.806898545090455,135.56143990556134,14.36,22.65,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0007
2025-10-03T08:39:28.599142,34.8070272,135.561457,34.806898545090455,135.56143990556134,14.37,22.64,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0008
2025-10-03T08:39:28.701142,34.8070272,135.561457,34.806898545090455,135.56143990556134,14.37,22.6,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0009
2025-10-03T08:39:28.800276,34.8070273,135.561457,34.806898545090455,135.56143990556134,14.38,22.55,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.001
2025-10-03T08:39:28.899943,34.8070273,135.561457,34.806898545090455,135.56143990556134,14.38,22.5,"straight(fwd=0.50, yaw=0.50)",11.44,0.34,80,3.89,0.0011
2025-10-03T08:39:29.005292,34.8070273,135.561457,34.806898545090455,135.56143990556134,14.38,22.46,"straight(fwd=0.50, yaw=0.50)",11.44,0.35,80,4.0,0.0012
2025-10-03T08:39:29.102469,34.807027,135.5614572,34.806898545090455,135.56143990556134,14.35,22.51,"straight(fwd=0.50, yaw=0.50)",11.44,0.35,80,4.0,0.0013
2025-10-03T08:39:29.201065,34.8070268,135.5614573,34.806898545090455,135.56143990556134,14.32,22.5,"straight(fwd=0.50, yaw=0.50)",11.44,0.35,80,4.0,0.0014
2025-10-03T08:39:29.306679,34.8070267,135.5614574,34.806898545090455,135.56143990556134,14.31,22.5,"straight(fwd=0.50, yaw=0.50)",11.44,0.36,80,4.12,0.0015
2025-10-03T08:39:29.402146,34.8070266,135.5614575,34.806898545090455,135.56143990556134,14.3,22.5,"straight(fwd=0.50, yaw=0.50)",11.44,0.36,80,4.12,0.0016
