timestamp,lat,lon,wp_lat,wp_lon,distance,bearing_diff,action,voltage_V,current_A,remaining_%,power_W,energy_Wh
2025-10-03T05:51:23.617529,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,75.6,"straight(fwd=0.26, yaw=1.00)",,,,,0.0
2025-10-03T05:51:23.719408,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.27,"straight(fwd=0.25, yaw=1.00)",,,,,0.0
2025-10-03T05:51:23.820186,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.26,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0001
2025-10-03T05:51:23.922254,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.25,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0002
2025-10-03T05:51:24.019573,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.24,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0003
2025-10-03T05:51:24.118630,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.23,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0003
2025-10-03T05:51:24.220209,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.22,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0004
2025-10-03T05:51:24.319055,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.22,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0005
2025-10-03T05:51:24.426390,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.22,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0006
2025-10-03T05:51:24.523568,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.21,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0007
2025-10-03T05:51:24.621007,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.21,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0008
2025-10-03T05:51:24.721274,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.2,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.15,0.0009
2025-10-03T05:51:24.824691,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.2,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.16,0.001
2025-10-03T05:51:24.926312,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.2,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.16,0.0011
2025-10-03T05:51:25.021673,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.2,"straight(fwd=0.25, yaw=1.00)",12.13,0.26,98,3.16,0.0011
2025-10-03T05:51:25.125138,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.2,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0012
2025-10-03T05:51:25.221241,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.19,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0013
2025-10-03T05:51:25.321297,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.19,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0014
2025-10-03T05:51:25.425361,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.19,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0015
2025-10-03T05:51:25.523817,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.18,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0016
2025-10-03T05:51:25.621496,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.17,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0017
2025-10-03T05:51:25.723307,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.17,"straight(fwd=0.25, yaw=1.00)",12.14,0.26,98,3.16,0.0018
2025-10-03T05:51:25.827153,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.16,"straight(fwd=0.25, yaw=1.00)",12.14,0.34,98,4.13,0.0019
2025-10-03T05:51:25.933055,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.34,98,4.13,0.002
2025-10-03T05:51:26.025231,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.34,98,4.13,0.0021
2025-10-03T05:51:26.128476,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0022
2025-10-03T05:51:26.224198,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0023
2025-10-03T05:51:26.324307,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0024
2025-10-03T05:51:26.432740,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.15,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0024
2025-10-03T05:51:26.527664,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0025
2025-10-03T05:51:26.624924,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0026
2025-10-03T05:51:26.724981,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.25,98,3.03,0.0027
2025-10-03T05:51:26.827964,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0028
2025-10-03T05:51:26.935375,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0028
2025-10-03T05:51:27.027683,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0029
2025-10-03T05:51:27.128729,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.003
2025-10-03T05:51:27.225708,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0031
2025-10-03T05:51:27.326144,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0031
2025-10-03T05:51:27.433416,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0032
2025-10-03T05:51:27.530711,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0033
2025-10-03T05:51:27.627986,0.0,0.0,34.806898545090455,135.56143990556134,15535410.33,79.14,"straight(fwd=0.25, yaw=1.00)",12.14,0.22,98,2.67,0.0034
