timestamp,lat,lon,wp_lat,wp_lon,distance,bearing_diff,action,voltage_V,current_A,remaining_%,power_W,energy_Wh
2025-12-05T07:14:08.750976,34.8067599,135.561553,34.806898545090455,135.56143990556134,18.52,-5.27,"surge=1.000, yaw=-0.322",,,,,0.0
2025-12-05T07:14:08.854140,34.8067599,135.561553,34.806898545090455,135.56143990556134,18.52,-5.29,"surge=1.000, yaw=-0.089",,,,,0.0
2025-12-05T07:14:08.951808,34.8067598,135.561553,34.806898545090455,135.56143990556134,18.53,-5.28,"surge=1.000, yaw=-0.088",,,,,0.0
2025-12-05T07:14:09.051929,34.8067598,135.5615531,34.806898545090455,135.56143990556134,18.54,-5.33,"surge=1.000, yaw=-0.091",,,,,0.0
2025-12-05T07:14:09.152140,34.8067597,135.5615531,34.806898545090455,135.56143990556134,18.55,-5.33,"surge=1.000, yaw=-0.089",,,,,0.0
2025-12-05T07:14:09.257443,34.8067597,135.5615532,34.806898545090455,135.56143990556134,18.55,-5.36,"surge=1.000, yaw=-0.091",,,,,0.0
2025-12-05T07:14:09.352446,34.8067597,135.5615532,34.806898545090455,135.56143990556134,18.55,-5.37,"surge=1.000, yaw=-0.090",,,,,0.0
2025-12-05T07:14:09.452794,34.8067596,135.5615532,34.806898545090455,135.56143990556134,18.56,-5.37,"surge=1.000, yaw=-0.090",,,,,0.0
2025-12-05T07:14:09.554295,34.8067596,135.5615533,34.806898545090455,135.56143990556134,18.57,-5.25,"surge=1.000, yaw=-0.082",,,,,0.0
2025-12-05T07:14:09.654625,34.8067596,135.5615533,34.806898545090455,135.56143990556134,18.57,-4.95,"surge=1.000, yaw=-0.069",,,,,0.0
2025-12-05T07:14:09.760164,34.8067596,135.5615533,34.806898545090455,135.56143990556134,18.57,-4.63,"surge=1.000, yaw=-0.063",,,,,0.0
2025-12-05T07:14:09.857675,34.8067597,135.5615533,34.806898545090455,135.56143990556134,18.56,-4.29,"surge=1.000, yaw=-0.057",,,,,0.0
2025-12-05T07:14:09.954871,34.8067599,135.5615533,34.806898545090455,135.56143990556134,18.54,-4.03,"surge=1.000, yaw=-0.056",,,,,0.0
2025-12-05T07:14:10.054605,34.8067601,135.5615532,34.806898545090455,135.56143990556134,18.51,-3.73,"surge=1.000, yaw=-0.049",,,,,0.0
2025-12-05T07:14:10.154951,34.8067603,135.5615531,34.806898545090455,135.56143990556134,18.49,-3.56,"surge=1.000, yaw=-0.052",,,,,0.0
2025-12-05T07:14:10.263579,34.8067605,135.561553,34.806898545090455,135.56143990556134,18.47,-3.46,"surge=1.000, yaw=-0.053",,,,,0.0
2025-12-05T07:14:10.355761,34.8067607,135.5615529,34.806898545090455,135.56143990556134,18.44,-3.34,"surge=1.000, yaw=-0.051",,,,,0.0
2025-12-05T07:14:10.455463,34.806761,135.5615528,34.806898545090455,135.56143990556134,18.41,-3.27,"surge=1.000, yaw=-0.051",,,,,0.0
2025-12-05T07:14:10.558605,34.8067612,135.5615527,34.806898545090455,135.56143990556134,18.39,-3.16,"surge=1.000, yaw=-0.048",,,,,0.0
2025-12-05T07:14:10.655870,34.8067615,135.5615526,34.806898545090455,135.56143990556134,18.35,-3.08,"surge=1.000, yaw=-0.047",,,,,0.0
2025-12-05T07:14:10.763331,34.8067618,135.5615525,34.806898545090455,135.56143990556134,18.32,-3.04,"surge=1.000, yaw=-0.049",,,,,0.0
2025-12-05T07:14:10.859894,34.8067621,135.5615525,34.806898545090455,135.56143990556134,18.29,-2.86,"surge=1.000, yaw=-0.040",,,,,0.0
2025-12-05T07:14:10.956552,34.8067624,135.5615524,34.806898545090455,135.56143990556134,18.26,-2.64,"surge=1.000, yaw=-0.035",,,,,0.0
2025-12-05T07:14:11.056918,34.8067627,135.5615523,34.806898545090455,135.56143990556134,18.23,-2.49,"surge=1.000, yaw=-0.035",,,,,0.0
2025-12-05T07:14:11.156783,34.8067631,135.5615522,34.806898545090455,135.56143990556134,18.19,-2.26,"surge=1.000, yaw=-0.028",,,,,0.0
2025-12-05T07:14:11.266159,34.8067634,135.5615521,34.806898545090455,135.56143990556134,18.15,-1.98,"surge=1.000, yaw=-0.020",,,,,0.0
2025-12-05T07:14:11.357127,34.8067638,135.561552,34.806898545090455,135.56143990556134,18.11,-1.73,"surge=1.000, yaw=-0.017",,,,,0.0
2025-12-05T07:14:11.456316,34.8067641,135.5615519,34.806898545090455,135.56143990556134,18.08,-1.47,"surge=1.000, yaw=-0.013",,,,,0.0
2025-12-05T07:14:11.558574,34.8067645,135.5615517,34.806898545090455,135.56143990556134,18.03,-1.28,"surge=1.000, yaw=-0.013",,,,,0.0
2025-12-05T07:14:11.656425,34.8067649,135.5615516,34.806898545090455,135.56143990556134,17.99,-1.1,"surge=1.000, yaw=-0.010",,,,,0.0
2025-12-05T07:14:11.760611,34.8067653,135.5615515,34.806898545090455,135.56143990556134,17.95,-0.91,"surge=1.000, yaw=-0.007",,,,,0.0
